AREATYPE, AREA, AREANAME, SOCCODE, SOCTITLE, SOCDESC, EMPLOYMENT,MEAN, MEDIAN, ENTRYWG, EXPERIENCE
01,000036,"New York State", 17-2071," Electrical Engineers","Research, design, develop, test, or supervise the manufacturing and installation of electrical equipment, components, or systems for commercial, industrial, military, or scientific use.  Excludes Computer Hardware Engineers (17-2061).",7720,121993.74,115604.69,82475.14,141753.54
01,000036,"New York State", 17-2072," Electronics Engineers, Except Computer","Research, design, develop, or test electronic components and systems for commercial, industrial, military, or scientific use employing knowledge of electronic theory and materials properties.  Design electronic circuits and components for use in fields such as telecommunications, aerospace guidance and propulsion control, acoustics, or instruments and controls.  Excludes Computer Hardware Engineers (17-2061).",2180,123652.63,118334.93,83438.64,143759.62
01,000036,"New York State", 17-2081," Environmental Engineers","Research, design, plan, or perform engineering duties in the prevention, control, and remediation of environmental hazards using various engineering disciplines.  Work may include waste treatment, site remediation, or pollution control technology.",2560,108392.88,100534.98,70498.26,127341.22
01,000036,"New York State", 17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Promote worksite or product safety by applying knowledge of industrial processes, mechanics, chemistry, psychology, and industrial health and safety laws.  Includes industrial product safety engineers.",1600,124636.66,122260.8,85816.55,144047.23
01,000036,"New York State", 17-2112," Industrial Engineers","Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination.  Excludes Health and Safety Engineers, Except Mining Safety Engineers and Inspectors (17-2111).",12640,112003.41,104537.89,78145.59,128932.32
01,000036,"New York State", 17-2121," Marine Engineers and Naval Architects","Design, develop, and evaluate the operation of marine vessels, ship machinery, and related equipment, such as power supply and propulsion systems.","n/a",120585.48,112000.33,106005.72,127876.38
01,000036,"New York State", 17-2131," Materials Engineers","Evaluate materials and develop machinery and processes to manufacture materials for use in products that must meet specialized design and performance specifications.  Develop new uses for known materials.  Includes those engineers working with composite materials or specializing in one type of material, such as graphite, metal and metal alloys, ceramics and glass, plastics and polymers, and naturally occurring materials.  Includes metallurgists and metallurgical engineers, ceramic engineers, and welding engineers.",750,124740.41,125293.03,80203.03,147009.61
01,000036,"New York State", 17-2141," Mechanical Engineers","Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment.  Oversee installation, operation, maintenance, and repair of equipment such as centralized heat, gas, water, and steam systems.",8420,118033.97,107984.06,78816.34,137641.75
01,000036,"New York State", 17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers","Conduct sub-surface surveys to identify the characteristics of potential land or mining development sites.  May specify the ground support systems, processes and equipment for safe, economical, and environmentally sound extraction or underground construction activities.  May inspect areas for unsafe geological conditions, equipment, and working conditions.  May design, implement, and coordinate mine safety programs.  Excludes Petroleum Engineers (17-2171).","n/a",96354.36,82166.99,67845.06,110608.5
01,000036,"New York State", 17-2161," Nuclear Engineers","Conduct research on nuclear engineering projects or apply principles and theory of nuclear science to problems concerned with release, control, and use of nuclear energy and nuclear waste disposal.","n/a",160485.15,163620.09,117443.34,182005.54
01,000036,"New York State", 17-2171," Petroleum Engineers","Devise methods to improve oil and gas extraction and production and determine the need for new or modified tool designs.  Oversee drilling and offer technical advice.","n/a",131444.79,97795.49,75895.05,159219.67
01,000036,"New York State", 17-2199," Engineers, All Other","All engineers not listed separately.",5020,122159.11,116462.39,79444.97,143517.21
01,000036,"New York State", 17-3011," Architectural and Civil Drafters","Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works.  Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",8010,78941.65,76789.72,55790.11,90517.94
